,Subject_name,Available,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2021,Aboriginal and Torres Strait Islander Studies,FALSE,,,,,,,,,,,,,,,,,,,,,
2021,Accounting,TRUE,5.01,6.66,8.79,11.52,14.96,19.21,24.32,30.27,36.97,44.22,51.72,59.14,66.17,72.55,78.13,82.84,86.71,89.81,92.26,94.15,95.6
2021,Aerospace Systems,TRUE,3.29,4.45,5.99,8.02,10.67,14.05,18.29,23.46,29.56,36.5,44.04,51.86,59.6,66.88,73.44,79.11,83.83,87.65,90.67,93.01,94.8
2021,Agricultural Science,TRUE,0.32,0.49,0.75,1.14,1.73,2.62,3.95,5.9,8.75,12.77,18.27,25.45,34.27,44.33,54.88,65,73.93,81.24,86.87,90.99,93.91
2021,Ancient History,TRUE,1.67,2.37,3.35,4.71,6.6,9.16,12.59,17.06,22.71,29.56,37.47,46.11,55,63.57,71.37,78.07,83.56,87.89,91.2,93.67,95.48
2021,Arabic,TRUE,8.29,10.42,13.02,16.15,19.87,24.19,29.11,34.58,40.49,46.68,52.99,59.19,65.12,70.61,75.56,79.92,83.67,86.83,89.46,91.61,93.36
2021,Biology,TRUE,0.29,0.45,0.72,1.13,1.79,2.81,4.38,6.78,10.36,15.5,22.55,31.62,42.33,53.82,64.92,74.6,82.34,88.1,92.16,94.91,96.74
2021,Business,TRUE,4.62,6.01,7.77,10.01,12.79,16.21,20.33,25.19,30.76,36.95,43.6,50.49,57.36,63.96,70.07,75.54,80.29,84.31,87.64,90.34,92.5
2021,Chemistry,TRUE,0.16,0.28,0.47,0.8,1.35,2.28,3.81,6.31,10.27,16.29,24.86,36.01,48.9,61.93,73.45,82.47,88.89,93.15,95.86,97.52,98.53
2021,Chinese,TRUE,4.22,5.54,7.23,9.39,12.11,15.48,19.59,24.46,30.1,36.4,43.21,50.29,57.36,64.14,70.39,75.97,80.78,84.82,88.14,90.81,92.92
2021,Chinese Extension,TRUE,4.2,5.51,7.2,9.35,12.06,15.43,19.53,24.4,30.03,36.34,43.16,50.24,57.32,64.11,70.37,75.96,80.77,84.82,88.14,90.81,92.93
2021,Dance,TRUE,1.47,1.95,2.58,3.41,4.5,5.91,7.73,10.05,12.98,16.59,20.97,26.14,32.07,38.64,45.65,52.84,59.91,66.6,72.67,78.01,82.55
2021,Design,TRUE,5.26,6.7,8.52,10.76,13.51,16.83,20.76,25.34,30.54,36.29,42.45,48.86,55.31,61.59,67.5,72.9,77.7,81.86,85.39,88.34,90.75
2021,Digital Solutions,TRUE,4.55,6.07,8.05,10.61,13.85,17.89,22.8,28.58,35.17,42.37,49.91,57.45,64.66,71.26,77.07,82,86.06,89.32,91.89,93.89,95.42
2021,Drama,TRUE,1.44,1.97,2.7,3.7,5.04,6.83,9.19,12.27,16.19,21.07,26.94,33.75,41.31,49.3,57.33,64.99,71.95,77.99,83.04,87.12,90.33
2021,Earth and Environmental Science,TRUE,0.21,0.33,0.53,0.84,1.33,2.1,3.3,5.16,7.97,12.11,17.99,25.88,35.72,46.94,58.48,69.15,78.11,85.03,90.04,93.5,95.82
2021,Economics,TRUE,1.08,1.66,2.52,3.82,5.76,8.59,12.61,18.15,25.42,34.38,44.6,55.3,65.53,74.5,81.78,87.34,91.38,94.22,96.16,97.47,98.34
2021,Engineering,TRUE,2.75,3.93,5.59,7.9,11.05,15.25,20.68,27.41,35.35,44.2,53.43,62.43,70.65,77.71,83.47,87.97,91.37,93.88,95.69,96.99,97.9
2021,English,TRUE,2.52,3.53,4.92,6.83,9.4,12.81,17.23,22.76,29.45,37.15,45.56,54.24,62.67,70.39,77.1,82.66,87.1,90.53,93.12,95.04,96.45
2021,English and Literature Extension,TRUE,3.33,4.62,6.39,8.78,11.95,16.05,21.22,27.52,34.85,42.98,51.51,59.95,67.84,74.83,80.73,85.51,89.27,92.14,94.29,95.88,97.04
2021,English as an Additional Language,TRUE,3.31,4.54,6.2,8.42,11.33,15.09,19.81,25.56,32.31,39.89,47.99,56.2,64.07,71.26,77.51,82.74,86.95,90.26,92.79,94.71,96.14
2021,Film Television and New Media,TRUE,2.89,3.73,4.81,6.18,7.9,10.06,12.72,15.96,19.84,24.39,29.59,35.39,41.65,48.19,54.8,61.24,67.31,72.85,77.76,82.01,85.59
2021,Food and Nutrition,TRUE,5.39,6.81,8.57,10.73,13.36,16.51,20.23,24.55,29.45,34.87,40.72,46.84,53.06,59.18,65.03,70.47,75.37,79.7,83.43,86.6,89.23
2021,French,TRUE,0.63,1,1.6,2.55,4.03,6.32,9.78,14.82,21.85,30.98,41.89,53.66,65.03,74.92,82.75,88.51,92.52,95.21,96.96,98.09,98.8
2021,General Mathematics,TRUE,4.95,6.34,8.08,10.26,12.93,16.18,20.05,24.58,29.75,35.49,41.69,48.16,54.69,61.07,67.09,72.59,77.49,81.73,85.32,88.31,90.75
2021,Geography,TRUE,2.61,3.65,5.08,7.04,9.67,13.14,17.62,23.22,29.95,37.67,46.08,54.71,63.07,70.71,77.34,82.84,87.22,90.61,93.17,95.07,96.46
2021,German,TRUE,0.35,0.57,0.93,1.51,2.43,3.9,6.2,9.72,14.92,22.21,31.74,43.09,55.22,66.76,76.58,84.19,89.66,93.39,95.83,97.4,98.39
2021,German Extension,TRUE,0.35,0.57,0.93,1.5,2.42,3.88,6.18,9.69,14.88,22.16,31.69,43.05,55.19,66.74,76.58,84.2,89.67,93.4,95.84,97.41,98.39
2021,Health,TRUE,3.48,4.6,6.06,7.95,10.36,13.4,17.16,21.7,27.05,33.17,39.91,47.06,54.33,61.42,68.06,74.03,79.23,83.62,87.23,90.14,92.45
2021,Italian,TRUE,5.74,7.57,9.92,12.9,16.6,21.12,26.46,32.61,39.42,46.66,54.05,61.26,68.01,74.08,79.35,83.79,87.42,90.33,92.63,94.41,95.78
2021,Japanese,TRUE,6.08,7.96,10.36,13.38,17.1,21.61,26.92,32.99,39.68,46.78,54.01,61.08,67.71,73.7,78.92,83.34,86.99,89.93,92.27,94.1,95.52
2021,Korean,FALSE,,,,,,,,,,,,,,,,,,,,,
2021,Legal Studies,TRUE,4.26,5.66,7.48,9.83,12.82,16.55,21.1,26.5,32.72,39.6,46.93,54.39,61.66,68.44,74.52,79.77,84.17,87.76,90.63,92.88,94.62
2021,Literature,TRUE,1.42,2.09,3.05,4.44,6.42,9.19,13,18.07,24.56,32.46,41.5,51.15,60.72,69.53,77.1,83.25,88.01,91.55,94.11,95.93,97.21
2021,Marine Science,TRUE,1.07,1.53,2.19,3.12,4.43,6.25,8.75,12.12,16.55,22.19,29.09,37.11,45.9,54.96,63.7,71.62,78.4,83.92,88.25,91.52,93.95
2021,Mathematical Methods,TRUE,5.17,7.18,9.9,13.49,18.12,23.9,30.82,38.74,47.3,56.02,64.38,71.95,78.45,83.78,88,91.23,93.66,95.45,96.75,97.69,98.36
2021,Modern History,TRUE,1.46,2.11,3.02,4.32,6.14,8.65,12.06,16.57,22.34,29.41,37.64,46.64,55.87,64.71,72.65,79.37,84.78,88.97,92.12,94.42,96.08
2021,Music,TRUE,1.09,1.54,2.17,3.05,4.28,5.97,8.26,11.33,15.36,20.48,26.77,34.16,42.41,51.1,59.73,67.8,74.92,80.92,85.75,89.52,92.38
2021,Music Extension (Composition),TRUE,0.79,1.13,1.62,2.32,3.3,4.68,6.59,9.21,12.74,17.35,23.19,30.28,38.44,47.32,56.36,65.01,72.76,79.35,84.68,88.82,91.95
2021,Music Extension (Performance),TRUE,0.56,0.8,1.16,1.68,2.42,3.48,4.97,7.06,9.93,13.8,18.86,25.23,32.88,41.56,50.8,59.98,68.51,75.96,82.1,86.94,90.63
2021,Philosophy and Reason,TRUE,2.38,3.38,4.78,6.72,9.37,12.92,17.55,23.4,30.47,38.61,47.43,56.42,65.01,72.72,79.28,84.59,88.73,91.87,94.19,95.88,97.09
2021,Physical Education,TRUE,3.41,4.48,5.87,7.65,9.91,12.75,16.26,20.5,25.52,31.28,37.68,44.55,51.63,58.64,65.32,71.45,76.88,81.54,85.44,88.63,91.2
2021,Physics,TRUE,0.16,0.28,0.47,0.79,1.34,2.25,3.75,6.21,10.09,16,24.42,35.41,48.19,61.21,72.8,81.95,88.51,92.89,95.68,97.41,98.46
2021,Psychology,TRUE,0.53,0.79,1.18,1.75,2.61,3.86,5.68,8.27,11.91,16.85,23.3,31.29,40.57,50.58,60.54,69.69,77.51,83.79,88.57,92.07,94.57
2021,Spanish,TRUE,0.9,1.36,2.05,3.08,4.6,6.82,10,14.43,20.37,27.97,37.07,47.2,57.57,67.31,75.75,82.58,87.8,91.61,94.31,96.17,97.45
2021,Specialist Mathematics,TRUE,2.58,3.88,5.8,8.58,12.51,17.89,24.93,33.6,43.54,54.02,64.16,73.18,80.61,86.37,90.61,93.64,95.73,97.16,98.12,98.76,99.18
2021,Study of Religion,TRUE,1.98,2.83,4.02,5.69,7.99,11.11,15.25,20.57,27.15,34.92,43.57,52.64,61.53,69.72,76.82,82.67,87.29,90.81,93.43,95.34,96.72
2021,Vietnamese,TRUE,8.29,10.43,13.03,16.16,19.88,24.2,29.12,34.59,40.5,46.69,52.99,59.2,65.12,70.61,75.56,79.92,83.66,86.83,89.45,91.61,93.36
2021,Visual Art,TRUE,4.79,6.13,7.82,9.92,12.52,15.67,19.44,23.86,28.93,34.58,40.7,47.13,53.65,60.05,66.13,71.72,76.71,81.05,84.74,87.82,90.35
2020,Aboriginal and Torres Strait Islander Studies,FALSE,,,,,,,,,,,,,,,,,,,,,
2020,Accounting,TRUE,3.16,4.38,6.03,8.27,11.22,15.07,19.93,25.89,32.89,40.75,49.11,57.52,65.51,72.72,78.9,84,88.04,91.18,93.55,95.31,96.62
2020,Aerospace Systems,TRUE,3.64,4.8,6.31,8.26,10.73,13.84,17.67,22.28,27.7,33.85,40.61,47.74,54.97,61.99,68.54,74.43,79.55,83.86,87.41,90.27,92.53
2020,Agricultural Science,TRUE,0.35,0.53,0.81,1.23,1.86,2.82,4.25,6.36,9.41,13.71,19.55,27.1,36.24,46.51,57.08,67.04,75.67,82.63,87.91,91.75,94.45
2020,Ancient History,TRUE,2,2.81,3.93,5.48,7.58,10.39,14.1,18.85,24.73,31.74,39.69,48.22,56.85,65.09,72.51,78.87,84.08,88.2,91.36,93.74,95.49
2020,Arabic,FALSE,,,,,,,,,,,,,,,,,,,,,
2020,Biology,TRUE,0.42,0.66,1.04,1.62,2.53,3.93,6.04,9.2,13.75,20.07,28.33,38.36,49.49,60.67,70.83,79.26,85.75,90.45,93.72,95.92,97.37
2020,Business,TRUE,4.53,5.94,7.75,10.06,12.96,16.53,20.86,25.97,31.82,38.31,45.25,52.38,59.41,66.07,72.16,77.52,82.11,85.93,89.04,91.54,93.5
2020,Chemistry,TRUE,0.3,0.5,0.83,1.37,2.26,3.72,6.05,9.71,15.2,23.02,33.29,45.42,58.13,69.84,79.44,86.57,91.49,94.72,96.76,98.03,98.81
2020,Chinese,TRUE,7.56,9.42,11.68,14.4,17.63,21.39,25.71,30.57,35.89,41.59,47.52,53.53,59.43,65.07,70.32,75.08,79.31,82.98,86.11,88.74,90.93
2020,Chinese Extension,FALSE,,,,,,,,,,,,,,,,,,,,,
2020,Dance,TRUE,2.8,3.58,4.56,5.8,7.34,9.26,11.62,14.48,17.9,21.93,26.56,31.78,37.5,43.59,49.88,56.18,62.28,68.02,73.25,77.91,81.96
2020,Design,TRUE,4.82,6.14,7.81,9.88,12.42,15.51,19.19,23.51,28.45,33.97,39.97,46.28,52.71,59.06,65.11,70.72,75.76,80.17,83.95,87.13,89.75
2020,Digital Solutions,TRUE,2.69,3.75,5.2,7.17,9.81,13.28,17.73,23.28,29.94,37.56,45.86,54.39,62.67,70.27,76.89,82.41,86.84,90.28,92.9,94.85,96.28
2020,Drama,TRUE,1.67,2.29,3.13,4.25,5.77,7.77,10.4,13.79,18.05,23.28,29.47,36.53,44.22,52.2,60.06,67.44,74.05,79.71,84.41,88.17,91.13
2020,Earth and Environmental Science,TRUE,0.31,0.49,0.77,1.22,1.93,3.04,4.75,7.35,11.21,16.72,24.2,33.68,44.69,56.24,67.15,76.48,83.79,89.16,92.9,95.41,97.07
2020,Economics,TRUE,1.31,1.99,3.03,4.57,6.85,10.13,14.75,20.98,28.95,38.47,48.96,59.54,69.31,77.61,84.17,89.08,92.6,95.05,96.72,97.84,98.58
2020,Engineering,TRUE,4.13,5.74,7.92,10.85,14.68,19.57,25.61,32.74,40.77,49.33,57.92,66.06,73.36,79.56,84.63,88.62,91.67,93.97,95.66,96.89,97.78
2020,English,TRUE,3.53,4.83,6.58,8.91,11.96,15.86,20.74,26.65,33.53,41.18,49.29,57.43,65.2,72.22,78.31,83.36,87.43,90.62,93.06,94.9,96.27
2020,English and Literature Extension,TRUE,7.87,10.29,13.35,17.15,21.75,27.19,33.4,40.25,47.5,54.86,62.01,68.68,74.65,79.82,84.16,87.71,90.55,92.79,94.53,95.87,96.89
2020,English as an Additional Language,TRUE,3.13,4.38,6.1,8.43,11.54,15.6,20.75,27.06,34.46,42.69,51.35,59.93,67.94,75.02,80.97,85.77,89.52,92.37,94.49,96.05,97.18
2020,Film Television and New Media,TRUE,3.13,4.05,5.24,6.75,8.66,11.04,13.97,17.53,21.77,26.71,32.3,38.44,44.98,51.7,58.35,64.72,70.6,75.87,80.45,84.34,87.58
2020,Food and Nutrition,TRUE,5.53,7.02,8.86,11.13,13.9,17.21,21.13,25.66,30.78,36.43,42.47,48.75,55.06,61.22,67.04,72.38,77.15,81.31,84.86,87.84,90.29
2020,French,TRUE,1.2,1.83,2.79,4.23,6.35,9.45,13.82,19.78,27.49,36.83,47.27,57.95,67.94,76.52,83.36,88.51,92.21,94.79,96.55,97.73,98.51
2020,General Mathematics,TRUE,3.35,4.45,5.9,7.79,10.21,13.27,17.08,21.71,27.18,33.44,40.35,47.66,55.07,62.27,68.96,74.94,80.1,84.42,87.94,90.76,92.97
2020,Geography,TRUE,3.69,4.99,6.73,9.02,11.99,15.77,20.45,26.1,32.67,40,47.8,55.71,63.34,70.36,76.53,81.75,86.02,89.42,92.07,94.1,95.64
2020,German,TRUE,1.46,2.19,3.26,4.82,7.08,10.29,14.72,20.62,28.11,37.05,46.97,57.14,66.73,75.12,81.96,87.24,91.14,93.94,95.89,97.23,98.14
2020,German Extension,FALSE,,,,,,,,,,,,,,,,,,,,,
2020,Health,TRUE,4.41,5.75,7.46,9.62,12.32,15.66,19.69,24.46,29.96,36.1,42.73,49.63,56.55,63.22,69.42,74.99,79.84,83.95,87.36,90.12,92.34
2020,Italian,TRUE,0.9,1.36,2.07,3.12,4.68,6.97,10.25,14.84,20.99,28.84,38.2,48.53,58.99,68.69,76.99,83.62,88.62,92.23,94.77,96.51,97.68
2020,Japanese,TRUE,5.33,7.07,9.32,12.2,15.8,20.23,25.53,31.66,38.5,45.83,53.34,60.71,67.62,73.83,79.22,83.75,87.44,90.39,92.71,94.5,95.87
2020,Korean,TRUE,13.81,15.96,18.38,21.07,24.03,27.27,30.78,34.51,38.45,42.55,46.75,51,55.24,59.39,63.42,67.27,70.9,74.29,77.4,80.24,82.8
2020,Legal Studies,TRUE,4.65,6.19,8.21,10.79,14.08,18.15,23.09,28.9,35.5,42.69,50.22,57.73,64.9,71.45,77.21,82.1,86.13,89.37,91.92,93.91,95.43
2020,Literature,TRUE,1.78,2.59,3.76,5.42,7.77,11.01,15.38,21.07,28.17,36.55,45.83,55.41,64.61,72.84,79.75,85.26,89.47,92.58,94.83,96.42,97.53
2020,Marine Science,TRUE,0.71,1.06,1.59,2.38,3.54,5.24,7.69,11.14,15.89,22.16,30.01,39.24,49.31,59.44,68.82,76.88,83.36,88.3,91.91,94.48,96.27
2020,Mathematical Methods,TRUE,5.53,7.71,10.65,14.54,19.53,25.73,33.08,41.36,50.16,58.95,67.2,74.51,80.67,85.62,89.47,92.38,94.53,96.11,97.24,98.05,98.62
2020,Modern History,TRUE,1.45,2.11,3.06,4.42,6.35,9.02,12.68,17.53,23.74,31.31,40.02,49.41,58.85,67.67,75.4,81.78,86.79,90.58,93.37,95.37,96.79
2020,Music,TRUE,2.89,3.84,5.09,6.71,8.81,11.49,14.84,18.97,23.91,29.68,36.18,43.22,50.55,57.85,64.83,71.23,76.87,81.7,85.7,88.95,91.53
2020,Music Extension (Composition),TRUE,1.72,2.32,3.14,4.23,5.68,7.58,10.05,13.21,17.18,22.03,27.8,34.41,41.69,49.34,57.03,64.39,71.13,77.05,82.06,86.17,89.46
2020,Music Extension (Performance),TRUE,1.56,2.12,2.88,3.9,5.26,7.07,9.43,12.48,16.34,21.09,26.8,33.39,40.7,48.44,56.26,63.79,70.69,76.76,81.89,86.09,89.45
2020,Philosophy and Reason,TRUE,2.16,3.09,4.4,6.23,8.74,12.14,16.62,22.33,29.31,37.43,46.32,55.45,64.23,72.14,78.88,84.35,88.6,91.81,94.18,95.89,97.11
2020,Physical Education,TRUE,3.81,5.01,6.57,8.56,11.09,14.25,18.13,22.78,28.22,34.37,41.09,48.17,55.32,62.26,68.73,74.54,79.59,83.86,87.38,90.22,92.47
2020,Physics,TRUE,0.21,0.36,0.61,1.04,1.76,2.96,4.93,8.11,13.07,20.37,30.35,42.59,55.81,68.26,78.55,86.17,91.39,94.76,96.85,98.13,98.89
2020,Psychology,TRUE,0.52,0.78,1.18,1.79,2.69,4.03,5.99,8.82,12.8,18.23,25.3,33.96,43.84,54.25,64.29,73.22,80.59,86.31,90.54,93.56,95.67
2020,Spanish,TRUE,2.01,2.83,3.97,5.56,7.72,10.62,14.45,19.36,25.44,32.66,40.8,49.49,58.2,66.43,73.77,79.99,85.04,88.98,91.99,94.22,95.87
2020,Specialist Mathematics,TRUE,3.66,5.43,8,11.62,16.59,23.13,31.28,40.77,51.01,61.17,70.44,78.28,84.5,89.18,92.58,94.97,96.61,97.74,98.49,99,99.34
2020,Study of Religion,TRUE,2.48,3.54,5.01,7.06,9.87,13.62,18.5,24.64,32.01,40.4,49.4,58.43,66.93,74.46,80.76,85.81,89.7,92.61,94.75,96.3,97.4
2020,Vietnamese,TRUE,13.88,16.47,19.45,22.81,26.57,30.69,35.16,39.89,44.83,49.86,54.9,59.85,64.6,69.07,73.22,77,80.38,83.38,85.99,88.26,90.2
2020,Visual Art,TRUE,3.57,4.7,6.15,8.01,10.38,13.34,16.99,21.39,26.56,32.48,39,45.95,53.06,60.04,66.64,72.65,77.93,82.44,86.19,89.25,91.69
